Application. ID,Age,Gender,Location,Parents Edu.,Siblings,RAM-1 Score,RAM-2 Score,HS Score,School Rank,SOP,Admission Status
Ref#15394,16 yrs,Female,Central,M+F,Yes,20,16,12%,Low,1.5,Yes
Ref#15404,17 yrs,Female,Central,M,No,40,32,86%,High,4.5,Yes
Ref#15417,18 yrs,Male,Central,M,Yes,47,37,51%,High,3.5,Yes
Ref#15422,18 yrs,Female,Central,F,Yes,90,100,28%,Low,4.0,Yes
Ref#15431,20 yrs,Female,Central,M+F,Yes,37,29,33%,Avg,4.0,Yes
Ref#15441,18 yrs,Male,Central,M+F,Yes,96,100,56%,Avg,3.0,Yes
Ref#15453,21 yrs,Female,Central,M,Yes,87,100,55%,Low,5.0,Yes
Ref#15462,23 yrs,Male,Western,F,Yes,98,100,76%,Low,4.5,Yes
Ref#15471,18 yrs,Female,Central,M,Yes,47,37,30%,Low,3.0,No
Ref#15483,21 yrs,Female,Western,F,Yes,91,100,81%,High,3.5,Yes
Ref#15495,20 yrs,Male,Western,M+F,No,29,23,82%,Low,3.5,Yes
Ref#15504,22 yrs,Female,Central,M+F,Yes,93,100,38%,High,3.0,Yes
Ref#15519,21 yrs,Male,Western,M+F,Yes,40,32,13%,High,3.0,Yes
Ref#15520,16 yrs,Male,Central,M+F,Yes,46,36,83%,Low,5.0,Yes
Ref#15531,20 yrs,Male,Eastern,M,No,51,61,73%,Low,2.5,No
Ref#15545,20 yrs,Male,Western,M,No,19,15,54%,High,1.0,No
Ref#15556,21 yrs,Female,Western,M+F,No,85,100,17%,High,3.0,Yes
Ref#15561,22 yrs,Male,Western,F,Yes,97,100,52%,Low,1.5,Yes
Ref#15576,22 yrs,Male,Western,M+F,Yes,56,67,17%,Low,1.0,Yes
Ref#15588,20 yrs,Male,Central,M,Yes,55,66,33%,High,2.5,No
Ref#15597,16 yrs,Male,Eastern,F,No,26,20,68%,Low,2.0,No
Ref#15608,16 yrs,Male,Central,M,No,55,66,57%,Low,3.0,No
Ref#15617,17 yrs,Female,Western,F,No,11,8,50%,Low,2.0,No
Ref#15628,21 yrs,Male,Western,M+F,No,90,100,13%,Low,4.5,Yes
Ref#15636,16 yrs,Male,Central,M+F,Yes,90,100,52%,High,2.0,Yes
Ref#15642,22 yrs,Female,Central,M,Yes,92,100,55%,Avg,1.0,Yes
Ref#15655,16 yrs,Female,Western,F,Yes,73,87,43%,High,4.5,Yes
Ref#15661,21 yrs,Male,Eastern,F,No,18,14,36%,Avg,3.5,Yes
Ref#15678,16 yrs,Female,Eastern,M,Yes,100,100,90%,High,1.5,Yes
Ref#15681,20 yrs,Female,Central,F,No,56,67,13%,High,4.0,Yes
Ref#15698,15 yrs,Male,Central,M,Yes,29,23,88%,High,3.0,Yes
Ref#15706,23 yrs,Male,Western,M+F,Yes,25,20,73%,High,4.0,Yes
Ref#15711,22 yrs,Male,Central,M,No,62,74,64%,Low,4.0,Yes
Ref#15725,15 yrs,Male,Central,M,Yes,19,15,96%,High,3.0,Yes
Ref#15730,19 yrs,Female,Eastern,M+F,Yes,89,100,88%,Low,4.0,Yes
Ref#15747,19 yrs,Male,Central,F,No,47,37,95%,Low,3.0,No
Ref#15758,21 yrs,Male,Central,M,No,42,33,16%,Low,1.5,No
Ref#15760,19 yrs,Male,Central,M,Yes,32,25,81%,Avg,2.5,No
Ref#15778,21 yrs,Male,Eastern,M+F,Yes,95,100,47%,Avg,3.5,Yes
Ref#15789,23 yrs,Male,Central,M,Yes,18,14,99%,High,3.0,Yes
Ref#15797,17 yrs,Male,Eastern,M+F,Yes,22,17,77%,Low,1.0,Yes
Ref#15805,18 yrs,Male,Central,M+F,Yes,92,100,77%,High,4.0,Yes
Ref#15816,19 yrs,Female,Western,M+F,Yes,37,29,93%,High,3.0,Yes
Ref#15829,18 yrs,Female,Western,F,Yes,36,28,59%,Avg,3.5,Yes
Ref#15837,19 yrs,Male,Western,F,Yes,12,9,55%,High,1.0,No
Ref#15840,17 yrs,Male,Eastern,F,No,11,8,64%,High,3.5,Yes
Ref#15853,22 yrs,Female,Central,M+F,Yes,35,28,24%,Avg,2.0,Yes
Ref#15863,21 yrs,Female,Central,M+F,No,59,70,77%,High,3.0,Yes
Ref#15873,16 yrs,Female,Eastern,M+F,No,81,97,100%,Low,3.0,Yes
Ref#15881,16 yrs,Male,Eastern,M+F,Yes,49,39,27%,High,4.0,Yes
Ref#15892,22 yrs,Female,Eastern,M+F,No,67,80,85%,High,3.0,Yes
Ref#15900,16 yrs,Female,Central,F,No,62,74,66%,Low,1.0,No
Ref#15915,20 yrs,Male,Western,F,Yes,27,21,68%,Low,2.0,No
Ref#15923,15 yrs,Male,Central,M+F,Yes,54,64,63%,Avg,2.0,Yes
Ref#15930,19 yrs,Male,Eastern,M,No,97,100,97%,High,1.0,Yes
Ref#15943,18 yrs,Male,Central,F,No,31,24,10%,Avg,3.0,No
Ref#15957,20 yrs,Female,Central,F,Yes,47,37,16%,Avg,3.5,Yes
Ref#15965,16 yrs,Female,Central,M,No,58,69,22%,Low,1.5,No
Ref#15977,17 yrs,Female,Central,M+F,Yes,55,66,26%,Avg,4.0,Yes
Ref#15982,20 yrs,Female,Central,M,Yes,48,38,19%,High,3.0,No
Ref#15990,18 yrs,Male,Western,F,Yes,89,100,66%,Avg,1.5,Yes
Ref#16007,15 yrs,Female,Eastern,M+F,No,37,29,20%,Avg,3.5,Yes
Ref#16016,22 yrs,Female,Central,M+F,No,58,69,99%,Low,2.5,No
Ref#16026,21 yrs,Female,Central,F,No,100,100,28%,Avg,5.0,Yes
Ref#16037,19 yrs,Female,Western,M+F,No,50,60,88%,Avg,1.5,No
Ref#16042,20 yrs,Female,Eastern,M,No,64,76,24%,High,2.0,No
Ref#16056,21 yrs,Female,Western,M,Yes,47,37,56%,Avg,4.0,Yes
Ref#16068,15 yrs,Female,Western,M+F,Yes,84,100,80%,High,3.5,Yes
Ref#16070,23 yrs,Female,Eastern,F,No,11,8,94%,Avg,3.5,Yes
Ref#16081,20 yrs,Female,Central,M,No,16,12,59%,High,3.5,Yes
Ref#16094,23 yrs,Female,Central,M+F,No,80,96,23%,High,3.0,Yes
Ref#16102,17 yrs,Male,Central,M+F,No,52,62,100%,High,3.0,Yes
Ref#16112,16 yrs,Female,Central,M,Yes,24,19,23%,High,4.0,Yes
Ref#16125,17 yrs,Male,Central,F,Yes,23,18,85%,High,4.0,Yes
Ref#16133,21 yrs,Male,Eastern,F,No,85,100,83%,Low,1.0,Yes
Ref#16146,17 yrs,Female,Eastern,F,No,72,86,34%,Low,2.5,No
Ref#16158,16 yrs,Female,Western,F,Yes,64,76,24%,Avg,2.5,No
Ref#16162,23 yrs,Male,Central,F,No,90,100,87%,Low,4.0,Yes
Ref#16176,17 yrs,Male,Western,M,Yes,11,8,23%,High,2.0,No
Ref#16186,21 yrs,Female,Central,M,Yes,92,100,15%,Low,1.5,Yes
Ref#16198,18 yrs,Female,Eastern,F,Yes,12,9,15%,High,2.5,No
Ref#16201,19 yrs,Female,Eastern,M+F,No,48,38,83%,High,5.0,Yes
Ref#16215,18 yrs,Female,Western,M+F,No,10,8,27%,Avg,3.0,No
Ref#16227,16 yrs,Female,Eastern,M+F,No,78,93,49%,Avg,1.5,Yes
Ref#16232,19 yrs,Female,Central,F,No,85,100,18%,Avg,2.5,Yes
Ref#16249,15 yrs,Male,Central,M,Yes,53,63,71%,High,4.0,Yes
Ref#16258,18 yrs,Male,Western,F,Yes,52,62,54%,High,3.5,Yes
Ref#16262,16 yrs,Male,Western,F,Yes,83,99,83%,Low,4.0,Yes
Ref#16279,21 yrs,Female,Eastern,M,No,73,87,35%,Low,3.0,No
Ref#16281,18 yrs,Male,Eastern,M,Yes,19,15,64%,Avg,2.0,No
Ref#16293,21 yrs,Female,Central,F,No,77,92,63%,Avg,3.5,Yes
Ref#16308,15 yrs,Female,Western,M,No,47,37,57%,Avg,1.5,No
Ref#16316,22 yrs,Male,Western,F,No,37,29,64%,Avg,4.0,Yes
Ref#16320,22 yrs,Female,Central,M,Yes,88,100,72%,High,2.0,Yes
Ref#16334,16 yrs,Male,Eastern,M+F,No,46,36,51%,Avg,1.5,No
Ref#16345,21 yrs,Male,Western,M,Yes,58,69,43%,High,1.5,No
Ref#16358,19 yrs,Male,Western,F,No,47,37,28%,Avg,1.5,No
Ref#16367,22 yrs,Female,Eastern,M+F,No,85,100,37%,High,5.0,Yes
Ref#16374,16 yrs,Female,Central,M,Yes,39,31,97%,Low,4.5,Yes
Ref#16382,18 yrs,Female,Central,M+F,Yes,61,73,11%,Low,1.5,Yes
Ref#16393,21 yrs,Male,Eastern,M,Yes,94,100,49%,High,3.5,Yes
Ref#16408,22 yrs,Female,Western,M+F,No,78,93,69%,High,1.5,Yes
Ref#16412,15 yrs,Female,Central,M+F,Yes,32,25,64%,Low,1.0,Yes
Ref#16423,15 yrs,Male,Western,M,No,21,16,76%,Low,2.0,No
Ref#16438,15 yrs,Female,Eastern,M,No,30,24,92%,Avg,3.5,Yes
Ref#16441,21 yrs,Female,Western,M+F,Yes,37,29,75%,Low,1.5,Yes
Ref#16453,20 yrs,Female,Central,M,Yes,90,100,55%,Avg,3.0,Yes
Ref#16467,21 yrs,Female,Central,M+F,Yes,84,100,11%,Low,4.0,Yes
Ref#16476,18 yrs,Male,Central,F,Yes,89,100,95%,High,2.5,Yes
Ref#16485,20 yrs,Female,Eastern,F,Yes,97,100,62%,Avg,2.5,Yes
Ref#16491,23 yrs,Female,Western,M,Yes,87,100,65%,Low,3.0,Yes
Ref#16509,17 yrs,Female,Eastern,M,Yes,26,20,79%,Low,4.5,Yes
Ref#16513,17 yrs,Female,Eastern,M,No,100,100,98%,High,3.5,Yes
Ref#16529,19 yrs,Male,Central,F,Yes,41,32,93%,High,4.0,Yes
Ref#16532,23 yrs,Male,Eastern,F,Yes,22,17,30%,Low,1.0,No
Ref#16547,21 yrs,Female,Central,M,Yes,73,87,31%,Avg,2.0,No
Ref#16550,22 yrs,Male,Western,M+F,Yes,25,20,88%,Low,4.5,Yes
Ref#16565,18 yrs,Female,Western,F,Yes,90,100,21%,Low,1.5,Yes
Ref#16576,18 yrs,Female,Central,M+F,No,14,11,83%,Low,2.5,No
Ref#16589,15 yrs,Male,Western,F,No,94,100,27%,Low,3.0,Yes
Ref#16594,16 yrs,Female,Central,M,No,23,18,94%,Low,4.5,Yes
Ref#16606,20 yrs,Male,Western,M+F,No,58,69,95%,High,2.0,Yes
Ref#16615,15 yrs,Female,Central,M,Yes,76,91,50%,Avg,1.5,Yes
Ref#16620,23 yrs,Female,Eastern,M+F,No,19,15,23%,High,3.5,Yes
Ref#16631,20 yrs,Female,Central,F,No,65,78,19%,Low,2.0,No
Ref#16640,21 yrs,Male,Eastern,M+F,No,18,14,86%,Avg,4.5,Yes
Ref#16656,22 yrs,Male,Eastern,F,Yes,95,100,30%,Avg,2.0,Yes
Ref#16667,19 yrs,Male,Central,F,Yes,55,66,29%,Avg,2.0,No
Ref#16672,16 yrs,Female,Western,M+F,Yes,29,23,54%,Low,3.5,Yes
Ref#16685,21 yrs,Male,Central,F,No,29,23,39%,Low,5.0,Yes
Ref#16695,23 yrs,Female,Central,M,No,25,20,64%,Low,2.0,No
Ref#16701,22 yrs,Male,Western,M,No,13,10,28%,Low,2.0,No
Ref#16712,16 yrs,Female,Central,F,No,53,63,44%,High,3.5,Yes
Ref#16727,20 yrs,Male,Western,M+F,Yes,65,78,91%,Avg,2.0,Yes
Ref#16732,17 yrs,Female,Central,F,Yes,76,91,36%,Avg,1.5,Yes
Ref#16746,19 yrs,Male,Western,F,Yes,46,36,57%,Avg,2.5,No
Ref#16759,17 yrs,Female,Western,M+F,Yes,66,79,34%,Low,2.5,Yes
Ref#16769,22 yrs,Female,Central,F,Yes,69,82,60%,High,3.5,Yes
Ref#16775,15 yrs,Female,Central,M+F,Yes,99,100,91%,Low,1.5,Yes
Ref#16789,21 yrs,Male,Central,M+F,Yes,54,64,41%,Avg,2.5,Yes
Ref#16796,18 yrs,Male,Central,M+F,No,12,9,70%,High,3.5,Yes
Ref#16803,23 yrs,Female,Central,M+F,Yes,75,90,84%,Avg,4.5,Yes
Ref#16812,16 yrs,Male,Central,M,Yes,42,33,34%,Low,4.5,Yes
Ref#16827,23 yrs,Female,Central,F,Yes,93,100,79%,Avg,1.5,Yes
Ref#16836,21 yrs,Male,Central,F,No,12,9,99%,Avg,2.5,No
Ref#16840,18 yrs,Male,Central,M,Yes,61,73,11%,High,1.5,No
Ref#16851,16 yrs,Male,Eastern,M+F,No,14,11,11%,Avg,1.5,No
Ref#16864,23 yrs,Female,Central,F,Yes,93,100,53%,Avg,4.5,Yes
Ref#16871,17 yrs,Male,Eastern,M+F,Yes,16,12,73%,High,4.5,Yes
Ref#16887,16 yrs,Female,Central,F,Yes,65,78,94%,Avg,4.5,Yes
Ref#16891,19 yrs,Female,Central,M+F,No,12,9,55%,Avg,1.0,No
Ref#16902,18 yrs,Male,Western,M,No,66,79,45%,Low,1.5,No
Ref#16910,16 yrs,Male,Eastern,M+F,No,45,36,27%,Low,2.5,No
Ref#16922,18 yrs,Male,Central,M,No,50,60,18%,Low,4.5,Yes
Ref#16931,22 yrs,Female,Western,F,No,51,61,91%,High,3.0,Yes
Ref#16943,21 yrs,Male,Western,F,Yes,85,100,99%,Avg,4.5,Yes
Ref#16959,23 yrs,Female,Western,M,No,18,14,95%,High,1.5,Yes
Ref#16964,15 yrs,Male,Western,F,Yes,53,63,86%,Avg,4.5,Yes
Ref#16975,20 yrs,Female,Central,M+F,Yes,95,100,34%,Low,1.5,Yes
Ref#16984,15 yrs,Male,Western,F,No,50,60,16%,High,1.5,No
Ref#16996,17 yrs,Male,Eastern,M+F,Yes,52,62,75%,Low,4.0,Yes
Ref#17001,21 yrs,Male,Eastern,M+F,Yes,25,20,46%,Low,2.0,Yes
Ref#17010,22 yrs,Female,Eastern,F,Yes,65,78,89%,Avg,2.5,No
Ref#17027,21 yrs,Female,Central,M+F,No,93,100,42%,Low,1.0,Yes
Ref#17030,21 yrs,Female,Western,F,No,92,100,53%,High,1.0,Yes
Ref#17040,20 yrs,Female,Eastern,M+F,No,16,12,41%,High,3.5,Yes
Ref#17059,21 yrs,Male,Eastern,F,No,65,78,89%,Avg,3.5,Yes
Ref#17062,20 yrs,Female,Central,F,No,10,8,93%,High,3.0,Yes
Ref#17073,18 yrs,Female,Eastern,M,No,65,78,71%,Avg,3.0,No
Ref#17082,15 yrs,Male,Eastern,M,Yes,43,34,28%,Avg,3.0,No
Ref#17091,16 yrs,Female,Eastern,F,No,93,100,84%,High,2.0,Yes
Ref#17102,17 yrs,Female,Central,M,No,67,80,63%,Avg,1.5,No
Ref#17118,19 yrs,Female,Central,F,Yes,57,68,83%,Avg,1.0,No
Ref#17129,22 yrs,Female,Western,F,No,86,100,28%,Avg,1.5,Yes
Ref#17139,23 yrs,Female,Eastern,M+F,No,64,76,47%,Avg,1.5,No
Ref#17144,16 yrs,Female,Eastern,M+F,Yes,11,8,49%,Avg,4.5,Yes
Ref#17153,18 yrs,Male,Eastern,F,Yes,27,21,54%,Avg,3.5,Yes
Ref#17164,17 yrs,Male,Eastern,F,Yes,41,32,80%,High,2.5,Yes
Ref#17172,15 yrs,Female,Western,M+F,Yes,20,16,70%,Avg,2.0,Yes
Ref#17188,15 yrs,Female,Central,M,No,67,80,61%,Low,1.0,No
Ref#17194,22 yrs,Female,Eastern,F,Yes,23,18,22%,Avg,2.5,No
Ref#17203,16 yrs,Female,Eastern,M+F,Yes,88,100,86%,High,1.5,Yes
Ref#17214,23 yrs,Female,Western,M,No,82,98,84%,High,2.5,Yes
Ref#17225,16 yrs,Female,Western,M,Yes,10,8,23%,High,3.5,Yes
Ref#17230,21 yrs,Male,Western,M+F,No,55,66,74%,High,1.5,No
Ref#17242,15 yrs,Male,Eastern,M+F,Yes,93,100,29%,Avg,3.0,Yes
Ref#17257,20 yrs,Male,Eastern,F,No,17,13,48%,Avg,2.5,No
Ref#17262,22 yrs,Male,Eastern,M,No,81,97,67%,Low,3.5,Yes
Ref#17277,18 yrs,Female,Central,M+F,No,42,33,22%,Avg,1.0,No
Ref#17283,22 yrs,Male,Eastern,F,No,25,20,53%,Low,4.5,Yes
Ref#17297,23 yrs,Male,Western,M+F,Yes,35,28,16%,Low,1.0,Yes
Ref#17308,23 yrs,Female,Central,F,No,10,8,81%,Low,1.5,No
Ref#17315,22 yrs,Male,Central,M+F,No,14,11,56%,Low,4.0,Yes
Ref#17324,15 yrs,Male,Western,M,Yes,21,16,97%,Avg,3.5,Yes
Ref#17337,22 yrs,Male,Eastern,M+F,Yes,66,79,43%,Low,2.0,Yes
Ref#17344,22 yrs,Male,Eastern,F,No,28,22,82%,High,4.0,Yes
Ref#17358,23 yrs,Male,Western,M+F,No,37,29,30%,Avg,1.5,No
Ref#17363,17 yrs,Female,Western,M+F,No,34,27,57%,Avg,2.0,No
Ref#17374,22 yrs,Female,Central,F,No,12,9,12%,Low,2.0,No
Ref#17380,16 yrs,Female,Eastern,F,No,49,39,33%,Avg,2.5,No
Ref#17394,19 yrs,Female,Eastern,M,Yes,100,100,29%,Avg,3.5,Yes
Ref#17406,17 yrs,Female,Western,M+F,Yes,39,31,30%,Avg,1.0,Yes
Ref#17414,18 yrs,Female,Central,M,No,57,68,19%,Avg,1.5,No
Ref#17421,15 yrs,Female,Western,M,No,98,100,27%,High,2.0,Yes
Ref#17432,19 yrs,Female,Western,M,No,13,10,79%,Avg,1.5,No
Ref#17449,18 yrs,Female,Western,M,Yes,36,28,48%,High,2.0,No
Ref#17450,18 yrs,Male,Western,F,Yes,35,28,52%,High,5.0,Yes
Ref#17469,20 yrs,Female,Central,M+F,No,54,64,54%,Avg,4.0,Yes
Ref#17472,19 yrs,Female,Western,F,Yes,42,33,77%,Low,3.5,Yes
Ref#17485,16 yrs,Female,Eastern,F,No,54,64,79%,Low,3.0,No
Ref#17490,21 yrs,Male,Eastern,F,Yes,42,33,68%,Low,4.0,Yes
Ref#17500,20 yrs,Male,Western,M,No,15,12,25%,Low,5.0,Yes
Ref#17517,22 yrs,Female,Central,F,No,72,86,94%,Avg,3.0,No
Ref#17526,20 yrs,Male,Central,F,Yes,97,100,25%,Avg,3.0,Yes
Ref#17532,22 yrs,Female,Eastern,M+F,Yes,21,16,61%,Low,4.5,Yes
Ref#17548,21 yrs,Male,Eastern,F,No,68,81,88%,Avg,4.5,Yes
Ref#17551,15 yrs,Female,Western,M+F,No,33,26,59%,Low,3.0,No
Ref#17560,17 yrs,Female,Central,F,No,22,17,36%,High,4.5,Yes
Ref#17577,23 yrs,Male,Western,M,Yes,73,87,17%,High,2.0,No
Ref#17589,20 yrs,Female,Eastern,F,Yes,37,29,45%,Avg,3.0,No
Ref#17599,22 yrs,Female,Western,F,No,98,100,39%,High,4.0,Yes
Ref#17606,18 yrs,Male,Eastern,F,Yes,57,68,22%,Low,1.5,No
Ref#17611,15 yrs,Male,Western,F,Yes,79,94,15%,Avg,1.0,Yes
Ref#17620,22 yrs,Female,Eastern,M,Yes,34,27,39%,Low,1.5,No
Ref#17633,16 yrs,Male,Central,M+F,No,34,27,95%,High,3.0,Yes
Ref#17648,16 yrs,Male,Eastern,F,No,85,100,85%,Low,3.5,Yes
Ref#17654,22 yrs,Male,Eastern,M,Yes,20,16,50%,High,2.0,No
Ref#17661,22 yrs,Male,Eastern,M,No,36,28,56%,Avg,1.0,No
Ref#17677,19 yrs,Female,Eastern,M,Yes,21,16,42%,Avg,2.5,No
Ref#17686,17 yrs,Male,Central,M,Yes,30,24,58%,Low,2.5,No
Ref#17694,16 yrs,Male,Central,M+F,No,48,38,66%,High,1.0,No
Ref#17702,15 yrs,Male,Central,M,No,78,93,51%,Avg,2.5,Yes
Ref#17713,21 yrs,Male,Eastern,F,No,68,81,33%,High,3.5,Yes
Ref#17724,19 yrs,Female,Western,M,No,96,100,56%,High,1.5,Yes
Ref#17735,16 yrs,Female,Western,M,No,68,81,43%,Avg,2.0,No
Ref#17749,20 yrs,Male,Eastern,M,Yes,17,13,17%,Avg,2.5,No
Ref#17751,16 yrs,Female,Western,M,Yes,45,36,65%,Avg,4.5,Yes
Ref#17768,16 yrs,Female,Eastern,M,No,23,18,47%,High,1.0,No
Ref#17773,17 yrs,Male,Central,F,Yes,70,84,98%,Low,1.5,No
Ref#17787,17 yrs,Female,Western,F,No,50,60,43%,Low,5.0,Yes
Ref#17799,15 yrs,Female,Western,M+F,No,99,100,64%,High,1.0,Yes
Ref#17802,20 yrs,Male,Western,F,Yes,82,98,85%,High,1.5,Yes
Ref#17819,22 yrs,Female,Eastern,M+F,No,59,70,63%,Low,2.0,No
Ref#17827,15 yrs,Female,Eastern,M,Yes,21,16,91%,Low,3.0,No
Ref#17830,21 yrs,Male,Western,F,No,47,37,36%,High,4.0,Yes
Ref#17848,23 yrs,Male,Central,F,Yes,52,62,12%,Avg,4.0,Yes
Ref#17852,20 yrs,Male,Western,F,No,57,68,76%,High,4.0,Yes
Ref#17864,21 yrs,Female,Central,M+F,Yes,78,93,71%,Low,4.0,Yes
Ref#17876,19 yrs,Male,Eastern,M+F,Yes,66,79,93%,Low,1.5,Yes
Ref#17881,20 yrs,Male,Eastern,F,Yes,82,98,50%,High,2.0,Yes
Ref#17893,16 yrs,Female,Eastern,M,No,29,23,69%,Avg,4.0,Yes
Ref#17900,15 yrs,Female,Eastern,M,No,61,73,34%,Avg,3.5,Yes
Ref#17918,21 yrs,Female,Central,F,Yes,14,11,42%,High,2.5,No
Ref#17926,22 yrs,Male,Western,M+F,No,100,100,90%,Low,2.0,Yes
Ref#17937,19 yrs,Male,Central,M+F,Yes,91,100,65%,High,3.0,Yes
Ref#17949,18 yrs,Male,Central,M+F,No,78,93,95%,High,1.5,Yes
Ref#17950,19 yrs,Male,Eastern,M,Yes,16,12,22%,High,1.0,No
Ref#17961,16 yrs,Male,Eastern,M+F,Yes,97,100,40%,Low,3.0,Yes
Ref#17970,19 yrs,Male,Western,F,No,62,74,84%,Low,3.0,No
Ref#17987,18 yrs,Male,Western,F,No,23,18,34%,Avg,2.5,No
Ref#17999,22 yrs,Female,Central,M+F,Yes,74,88,24%,Avg,1.5,Yes
Ref#18006,20 yrs,Female,Western,F,Yes,83,99,38%,High,2.0,Yes
Ref#18011,22 yrs,Male,Central,F,Yes,62,74,100%,Low,2.5,No
Ref#18026,15 yrs,Male,Western,M+F,Yes,52,62,59%,Avg,1.0,Yes
Ref#18031,23 yrs,Male,Eastern,M,Yes,75,90,70%,Low,2.5,No
Ref#18049,16 yrs,Male,Central,F,No,58,69,84%,Avg,3.0,No
Ref#18056,19 yrs,Male,Eastern,M,No,37,29,30%,Low,2.0,No
Ref#18064,17 yrs,Male,Eastern,F,No,22,17,76%,Low,2.0,No
Ref#18073,23 yrs,Male,Central,M,No,49,39,68%,High,2.5,No
Ref#18084,15 yrs,Female,Central,M,Yes,72,86,43%,Low,3.5,Yes
Ref#18095,22 yrs,Female,Eastern,F,Yes,47,37,15%,Avg,1.5,No
Ref#18106,18 yrs,Female,Eastern,M+F,No,26,20,65%,High,2.5,No
Ref#18115,18 yrs,Female,Eastern,M,No,26,20,38%,Avg,4.0,Yes
Ref#18128,20 yrs,Female,Western,M,Yes,22,17,46%,Low,2.5,No
Ref#18135,22 yrs,Female,Central,M+F,No,79,94,82%,High,1.5,Yes
Ref#18148,20 yrs,Female,Western,M+F,No,49,39,63%,Avg,4.0,Yes
Ref#18155,15 yrs,Female,Central,M+F,No,71,85,87%,Avg,2.5,No
Ref#18160,22 yrs,Male,Western,M+F,No,10,8,60%,High,2.0,No
Ref#18173,15 yrs,Female,Eastern,M,Yes,34,27,84%,Avg,2.5,No
Ref#18185,16 yrs,Female,Eastern,M,No,74,88,77%,Avg,3.0,No
Ref#18198,16 yrs,Male,Eastern,F,No,29,23,48%,Avg,2.5,No
Ref#18209,20 yrs,Male,Eastern,M+F,Yes,85,100,15%,Low,1.5,Yes
Ref#18211,16 yrs,Male,Western,M,No,28,22,10%,High,4.5,Yes
Ref#18224,23 yrs,Male,Western,M+F,Yes,63,75,64%,High,2.5,Yes
Ref#18238,16 yrs,Female,Western,M,No,88,100,43%,Avg,2.0,Yes
Ref#18243,19 yrs,Female,Eastern,F,Yes,28,22,39%,Low,3.5,Yes
Ref#18254,18 yrs,Male,Eastern,M,No,65,78,45%,Low,3.0,No
Ref#18269,21 yrs,Female,Central,F,Yes,91,100,73%,High,5.0,Yes
Ref#18274,18 yrs,Male,Eastern,F,No,100,100,47%,Avg,1.5,Yes
Ref#18286,18 yrs,Male,Eastern,M,No,43,34,42%,Avg,2.0,No
Ref#18297,21 yrs,Female,Central,M,No,57,68,24%,Low,1.0,No
Ref#18307,20 yrs,Female,Central,M,No,16,12,68%,High,1.5,No
Ref#18312,20 yrs,Female,Central,M+F,Yes,60,72,89%,Low,4.0,Yes
Ref#18326,21 yrs,Female,Eastern,F,No,24,19,12%,Low,4.5,Yes
Ref#18333,18 yrs,Female,Central,M+F,No,21,16,52%,High,2.0,No
Ref#18341,22 yrs,Female,Eastern,F,Yes,22,17,34%,High,2.0,No
Ref#18355,20 yrs,Female,Central,M+F,No,48,38,55%,Low,3.0,No
Ref#18365,18 yrs,Male,Eastern,M,Yes,45,36,55%,Low,3.0,No
Ref#18372,18 yrs,Male,Eastern,F,Yes,89,100,26%,Low,4.0,Yes
Ref#18381,16 yrs,Male,Central,M+F,No,73,87,43%,High,1.5,No
Ref#18395,21 yrs,Male,Central,M,No,72,86,44%,Low,3.5,Yes
Ref#18408,17 yrs,Female,Eastern,F,Yes,35,28,19%,High,1.0,No
Ref#18414,19 yrs,Male,Central,M,No,95,100,38%,Low,3.0,Yes
Ref#18425,17 yrs,Female,Western,M+F,No,79,94,46%,Avg,2.0,Yes
Ref#18436,15 yrs,Male,Central,M+F,No,82,98,88%,High,4.5,Yes
Ref#18449,18 yrs,Female,Western,M+F,Yes,36,28,34%,Avg,2.5,Yes
Ref#18457,21 yrs,Female,Western,M,Yes,59,70,95%,Avg,2.0,No
Ref#18467,16 yrs,Female,Eastern,M,No,62,74,40%,Low,4.5,Yes
Ref#18472,18 yrs,Male,Eastern,F,No,57,68,71%,Avg,4.0,Yes
Ref#18482,22 yrs,Male,Eastern,M+F,No,83,99,89%,Low,4.5,Yes
Ref#18499,17 yrs,Female,Eastern,F,Yes,66,79,85%,High,4.5,Yes
Ref#18501,18 yrs,Female,Eastern,M+F,No,54,64,63%,Low,2.5,No
Ref#18513,17 yrs,Female,Central,M+F,Yes,66,79,95%,Low,2.0,Yes
Ref#18526,16 yrs,Female,Western,M,No,44,35,97%,Low,3.0,No
Ref#18535,22 yrs,Male,Central,M+F,Yes,16,12,65%,Avg,4.0,Yes
Ref#18547,22 yrs,Male,Western,F,No,66,79,46%,Low,2.0,No
Ref#18551,19 yrs,Male,Eastern,M,No,42,33,16%,Avg,2.0,No
Ref#18569,19 yrs,Male,Central,M,Yes,69,82,41%,High,3.5,Yes
Ref#18570,16 yrs,Female,Eastern,F,No,38,30,82%,High,2.0,Yes
Ref#18582,20 yrs,Female,Western,M,Yes,22,17,64%,Low,4.5,Yes
Ref#18593,15 yrs,Male,Western,M+F,Yes,68,81,95%,Avg,3.0,Yes
Ref#18601,15 yrs,Male,Central,M,No,16,12,55%,High,1.5,No
Ref#18612,15 yrs,Female,Eastern,M+F,No,16,12,25%,Avg,3.0,No
Ref#18626,17 yrs,Female,Western,F,No,63,75,86%,Avg,3.0,No
Ref#18639,23 yrs,Male,Central,M,Yes,53,63,56%,Avg,2.5,No
Ref#18647,20 yrs,Male,Western,M,No,18,14,50%,Low,3.5,Yes
Ref#18654,22 yrs,Male,Central,M,No,69,82,96%,High,1.0,Yes
