Gender,Location,Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
Male,Riyadh,21,23,20,17,77,66,74,69
Male,Jeddah,17,19,22,10,61,49,48,50
Female,Jeddah,18,21,9,11,74,77,76,71
Female,Dhahran,3,5,8,4,37,35,37,28
Male,Qassim,17,7,23,20,70,69,78,69
Male,Jeddah,5,22,20,4,24,18,29,17
Male,Madinah,23,15,5,23,75,89,77,88
Male,Madinah,16,13,8,15,80,90,73,80
Male,Dammam,2,21,15,3,36,23,21,19
Female,Jeddah,15,6,25,19,70,65,72,69
Female,Jeddah,4,12,21,4,20,22,21,21
Male,Qassim,16,25,23,14,52,70,67,59
Male,Qassim,8,16,18,14,40,49,48,47
Male,Riyadh,1,17,7,5,24,22,15,17
Male,Dhahran,14,9,22,4,48,34,42,39
Male,Jeddah,10,6,5,13,53,45,51,50
Male,Dhahran,16,11,21,12,49,61,63,58
Female,Qassim,17,8,11,20,64,80,66,74
Female,Jeddah,7,16,15,10,35,41,29,36
Female,Makkah,20,12,19,18,95,97,80,89
Female,Makkah,9,9,7,16,49,50,43,50
Male,Makkah,17,8,11,19,77,76,79,79
Female,Jeddah,22,23,6,17,82,67,70,72
Male,Dhahran,16,20,21,13,75,72,82,70
Male,Madinah,6,6,15,6,46,43,50,35
Male,Madinah,3,7,23,4,36,22,21,22
Female,Qassim,18,13,23,20,70,83,79,78
Male,Jeddah,11,9,23,14,50,39,46,45
Male,Madinah,22,17,18,14,74,74,79,71
Male,Jeddah,10,14,21,10,68,57,55,54
Female,Jeddah,22,11,15,16,79,93,91,83
Male,Madinah,5,13,18,7,36,49,48,39
Male,Qassim,18,16,13,10,72,65,77,61
Male,Makkah,17,12,7,10,61,69,61,60
Male,Qassim,7,23,9,8,30,18,19,27
Male,Riyadh,23,10,25,23,82,72,84,83
Female,Makkah,19,13,25,18,67,67,70,72
Female,Madinah,10,23,11,9,24,32,18,33
Female,Dammam,9,18,10,9,17,28,28,27
Female,Makkah,4,18,25,5,29,19,24,19
Male,Jeddah,5,15,7,6,21,17,14,18
Female,Qassim,20,10,21,14,72,75,87,70
Female,Jeddah,11,16,20,13,62,58,58,56
Female,Dammam,16,17,6,17,56,56,59,61
Male,Dhahran,19,21,17,19,60,76,67,70
Female,Madinah,8,20,7,13,57,59,56,57
Male,Jeddah,20,15,22,19,85,75,77,80
Female,Dammam,14,24,19,12,61,49,53,51
Male,Dhahran,13,6,17,15,74,91,84,77
Female,Makkah,16,16,23,13,51,50,51,52
Male,Jeddah,9,16,18,14,45,48,57,46
Male,Dammam,10,11,7,16,73,59,62,64
Female,Dammam,13,15,21,21,75,63,63,70
Female,Qassim,15,16,23,21,93,90,94,87
Male,Jeddah,9,17,13,11,19,21,17,24
Female,Makkah,20,15,25,12,69,78,85,69
Female,Makkah,15,8,20,19,73,84,85,76
Female,Makkah,9,17,16,12,37,46,36,43
Male,Makkah,11,10,17,11,72,71,66,64
Male,Dammam,19,14,20,14,81,68,67,68
Female,Makkah,14,9,7,20,68,85,67,77
Female,Makkah,9,14,23,8,30,34,40,31
Male,Dammam,9,13,21,18,66,73,53,68
Male,Jeddah,15,23,10,16,70,61,58,64
Male,Qassim,19,19,9,23,91,79,91,85
Female,Madinah,13,25,8,10,44,39,56,41
Female,Madinah,14,10,21,14,31,36,40,38
Male,Dammam,15,19,6,8,45,62,58,51
Male,Madinah,9,16,18,11,49,49,61,49
Female,Qassim,18,13,8,14,77,85,78,78
Male,Qassim,19,21,11,16,87,83,87,79
Female,Riyadh,17,13,18,23,86,88,81,87
Male,Dammam,5,10,14,5,35,29,26,27
Female,Dammam,11,8,6,18,55,59,48,56
Female,Qassim,2,25,8,5,21,31,33,25
Male,Jeddah,14,14,18,12,51,45,43,51
Female,Dammam,10,25,7,11,36,27,41,31
Male,Qassim,12,6,20,16,59,53,49,58
Male,Makkah,13,11,6,15,62,80,72,67
Male,Madinah,19,16,17,19,90,80,77,80
Male,Riyadh,6,7,25,15,57,51,46,52
Male,Madinah,11,8,25,2,33,24,33,26
Male,Jeddah,15,11,8,11,49,36,50,43
Female,Dhahran,6,23,17,6,41,39,44,35
Male,Madinah,21,15,9,20,68,74,80,76
Female,Madinah,7,10,11,8,31,21,35,27
Male,Dammam,11,17,22,19,68,75,75,72
Female,Jeddah,10,22,7,9,63,51,55,51
Male,Makkah,17,11,6,12,70,67,70,62
Female,Dammam,17,8,5,20,81,100,82,91
Male,Makkah,12,8,12,8,57,46,48,44
Female,Dhahran,4,16,25,4,16,21,15,18
Male,Jeddah,22,17,21,16,73,90,78,78
Male,Makkah,12,18,12,13,58,70,70,60
Female,Dhahran,4,14,11,10,35,43,45,37
Male,Riyadh,3,15,25,10,44,44,37,39
Male,Dammam,20,9,14,11,71,64,67,65
Female,Makkah,12,9,19,8,56,63,58,55
Male,Jeddah,23,6,20,18,72,77,79,76
Male,Qassim,6,21,8,8,43,49,49,43
Male,Makkah,11,11,9,9,53,58,62,50
Female,Qassim,2,25,18,1,20,20,29,13
Female,Jeddah,6,16,7,10,35,52,40,39
Male,Riyadh,10,18,19,7,27,34,28,28
Male,Dammam,21,10,13,21,89,93,93,92
Male,Makkah,20,19,17,14,74,80,73,72
Male,Qassim,16,5,14,19,76,87,81,79
Female,Madinah,20,13,5,15,80,64,79,67
Female,Riyadh,3,24,15,5,21,26,20,23
Male,Riyadh,8,23,6,9,16,13,13,16
Female,Qassim,18,25,20,16,81,74,69,74
Female,Riyadh,15,9,14,18,73,71,76,69
Male,Makkah,5,18,16,12,43,42,42,38
Male,Qassim,21,16,5,23,97,80,99,90
Male,Qassim,20,20,5,17,71,85,80,77
Female,Madinah,5,17,24,5,25,27,33,22
Female,Dhahran,19,9,11,14,64,66,72,62
Female,Qassim,8,10,5,8,63,59,57,50
Male,Dhahran,13,16,23,10,32,39,31,38
Female,Riyadh,13,5,24,14,61,50,61,54
Female,Dhahran,7,22,23,9,37,41,50,36
Male,Qassim,9,21,17,8,44,56,50,43
Male,Makkah,18,19,16,14,71,71,63,67
Female,Riyadh,6,7,6,1,24,29,24,22
Female,Madinah,18,21,5,13,55,67,54,59
Male,Qassim,11,22,12,18,65,75,57,69
Female,Makkah,14,12,15,24,79,90,91,85
Female,Dhahran,11,10,7,17,56,55,58,54
Male,Makkah,13,9,8,8,50,50,54,48
Female,Makkah,23,14,19,22,71,86,83,81
Female,Qassim,15,18,6,19,71,62,70,65
Female,Riyadh,8,16,13,12,39,49,48,46
Male,Jeddah,10,25,11,4,15,32,23,22
Female,Jeddah,10,15,16,14,55,58,67,53
Male,Qassim,11,23,23,13,64,56,67,59
Female,Makkah,17,19,6,17,67,66,60,69
Male,Makkah,5,14,19,12,42,39,30,41
Male,Dammam,3,10,21,10,18,29,22,25
Female,Jeddah,12,7,11,2,26,25,31,21
Male,Jeddah,13,6,12,10,36,54,45,47
Female,Riyadh,14,20,8,11,71,74,60,66
Female,Riyadh,19,23,16,12,57,66,72,62
Female,Dhahran,12,12,8,15,49,52,46,51
Male,Dammam,14,14,9,14,63,57,54,60
Male,Madinah,21,14,14,18,84,75,82,79
Male,Madinah,9,12,20,17,53,61,47,60
Female,Qassim,13,5,19,14,71,57,72,63
Female,Qassim,5,13,24,8,15,30,17,25
Male,Makkah,18,17,5,14,71,87,73,73
Female,Jeddah,14,23,13,19,79,84,79,78
Female,Qassim,7,10,10,14,32,38,43,37
Female,Qassim,5,14,24,4,15,23,30,16
Female,Madinah,13,11,10,20,86,84,77,80
Male,Makkah,3,25,8,7,33,30,33,26
Female,Dhahran,5,18,23,7,45,26,28,28
Female,Dhahran,15,18,20,16,79,71,63,73
Female,Jeddah,10,25,12,5,32,35,37,30
Female,Qassim,20,21,7,17,83,90,84,82
Female,Madinah,8,5,11,13,30,37,44,38
Male,Qassim,10,6,22,19,61,52,68,56
Male,Makkah,15,22,14,13,65,66,72,60
Male,Qassim,24,11,25,18,89,97,89,91
Female,Makkah,14,17,8,8,50,40,43,45
Male,Riyadh,15,9,5,21,77,68,62,71
Female,Jeddah,14,8,18,20,76,79,77,78
Female,Dammam,18,13,25,18,73,69,74,72
Male,Jeddah,21,18,15,16,62,62,75,67
Female,Qassim,19,17,11,19,71,74,79,74
Male,Qassim,16,21,6,22,86,85,75,82
Male,Dammam,12,6,5,9,44,46,61,45
Male,Makkah,18,14,22,13,64,74,67,65
Female,Madinah,14,6,19,8,54,49,58,50
Female,Madinah,20,18,13,14,70,75,82,71
Male,Riyadh,16,5,6,16,53,62,61,57
Female,Riyadh,7,18,23,4,31,42,47,34
Male,Dhahran,7,20,25,9,47,46,48,41
Female,Dhahran,10,24,8,17,51,57,50,56
Male,Jeddah,7,16,24,11,35,37,54,36
Female,Dammam,15,15,6,14,38,46,38,49
Female,Qassim,23,12,20,15,91,90,84,84
Male,Riyadh,23,6,14,15,100,99,84,90
Male,Dhahran,10,14,8,17,48,64,52,59
Male,Jeddah,19,11,19,14,67,72,59,70
Male,Dhahran,15,21,18,18,89,85,79,84
Female,Makkah,19,8,16,19,69,66,58,70
Female,Qassim,7,20,25,10,30,36,40,31
Male,Riyadh,8,7,25,7,44,42,47,36
Male,Riyadh,10,23,21,3,35,38,41,30
Male,Jeddah,6,9,8,3,26,32,28,24
Male,Jeddah,2,10,5,8,26,36,24,26
Female,Makkah,8,6,6,9,23,14,22,20
Male,Riyadh,3,5,6,7,24,32,36,25
Male,Dhahran,19,20,24,21,81,100,100,92
Male,Makkah,16,5,6,22,83,92,84,89
Female,Jeddah,1,23,16,9,21,24,29,20
Male,Jeddah,17,13,15,15,49,50,55,55
Female,Dhahran,5,5,17,8,34,25,29,30
Female,Dhahran,15,20,10,9,63,50,48,51
Male,Qassim,16,17,24,17,71,63,65,67
Female,Dammam,10,21,25,13,32,33,31,34
Male,Jeddah,5,24,13,9,46,34,44,33
Female,Riyadh,3,8,15,11,46,45,42,44
Female,Madinah,11,9,22,11,54,57,53,49
Female,Madinah,22,15,22,23,80,76,83,82
Female,Riyadh,15,10,14,19,68,80,67,77
Male,Madinah,16,22,8,9,43,59,47,49
Female,Dhahran,11,9,11,9,55,42,39,46
Female,Jeddah,10,12,23,18,71,73,60,67
Male,Makkah,17,12,13,9,54,63,62,58
Female,Makkah,0,6,18,2,32,12,18,12
Male,Riyadh,5,11,10,8,41,31,39,33
Male,Qassim,10,6,22,11,28,24,21,28
Male,Madinah,6,6,21,5,31,40,45,32
Male,Qassim,21,22,13,21,79,81,79,83
Male,Madinah,16,10,8,15,74,69,74,66
Male,Riyadh,9,6,21,13,70,71,60,61
Male,Makkah,14,10,5,13,38,49,42,45
Male,Madinah,19,5,9,21,86,95,91,88
Male,Qassim,11,20,11,9,49,45,38,45
Female,Dhahran,3,15,13,3,34,37,28,30
Female,Riyadh,18,15,11,15,66,72,78,70
Female,Riyadh,9,13,20,17,65,72,63,65
Male,Jeddah,8,15,17,11,61,55,63,55
Female,Madinah,20,20,11,15,87,82,94,77
Male,Makkah,15,23,11,20,62,72,72,69
Female,Dammam,12,20,23,10,50,42,39,44
Female,Riyadh,10,23,10,7,39,40,37,39
Male,Dhahran,16,21,5,13,68,58,66,61
Male,Madinah,11,22,21,16,52,60,60,59
Female,Madinah,7,13,13,13,45,37,55,38
Male,Qassim,20,23,15,18,67,70,71,68
Male,Dammam,11,12,19,9,68,58,64,56
Male,Madinah,8,8,5,1,12,20,18,14
Female,Qassim,17,16,5,12,47,53,56,49
Female,Jeddah,6,6,17,9,26,26,14,27
Female,Madinah,5,20,9,13,38,46,28,44
Female,Jeddah,9,11,21,10,21,27,22,28
Female,Madinah,17,12,24,15,90,88,84,80
Male,Makkah,3,6,23,4,19,24,19,20
Male,Qassim,11,10,6,15,51,57,50,52
Female,Qassim,11,21,18,13,44,59,59,53
Male,Jeddah,5,13,9,10,39,38,36,35
Female,Qassim,20,18,24,15,75,81,63,75
Female,Qassim,7,20,10,6,23,31,34,24
Male,Jeddah,17,19,19,20,60,62,58,63
Male,Dhahran,20,18,18,22,81,85,71,85
Female,Makkah,2,25,22,11,26,19,22,22
Female,Qassim,14,18,10,20,82,90,86,86
Female,Jeddah,20,15,21,25,96,99,100,100
Male,Makkah,18,11,22,13,55,52,49,54
Male,Qassim,12,10,5,13,31,37,46,41
Male,Makkah,19,5,17,12,75,80,80,73
Male,Dhahran,14,5,13,18,72,59,61,64
Male,Riyadh,3,7,7,3,13,20,12,16
Male,Qassim,11,11,14,14,71,62,70,64
Male,Riyadh,17,19,7,16,78,80,79,76
Female,Qassim,18,15,16,10,53,53,65,55
Male,Riyadh,5,13,13,13,32,30,29,36
Female,Jeddah,14,5,9,21,73,76,76,77
Male,Madinah,3,5,14,0,24,19,32,14
Male,Jeddah,21,17,23,21,69,82,79,82
Male,Riyadh,3,14,7,7,37,26,37,26
Female,Qassim,7,15,5,6,38,41,45,33
Female,Makkah,11,23,19,14,45,45,41,46
Female,Qassim,2,13,9,3,15,20,31,12
Female,Dhahran,20,5,5,21,62,75,67,76
Female,Riyadh,5,9,13,7,27,32,28,25
Male,Dhahran,6,6,7,6,22,23,26,24
Male,Dammam,18,18,6,14,72,70,73,66
Male,Jeddah,14,14,11,13,50,42,39,48
Male,Dhahran,16,13,17,21,83,78,81,79
Female,Dhahran,9,15,23,3,18,34,35,26
Female,Jeddah,10,6,25,16,53,56,50,56
Male,Riyadh,11,9,11,10,46,41,33,42
Female,Madinah,4,21,19,2,30,34,34,26
Female,Riyadh,12,21,20,18,54,57,56,61
Female,Dammam,12,19,12,8,48,50,44,47
Male,Riyadh,9,11,18,7,29,31,21,32
Female,Jeddah,6,7,20,13,34,33,30,38
Male,Dammam,15,6,13,16,83,93,90,82
Female,Makkah,6,15,10,12,37,21,24,28
Female,Jeddah,12,18,16,12,65,71,80,65
Male,Qassim,20,7,19,16,65,69,58,71
Male,Qassim,5,25,11,9,47,46,46,42
Female,Madinah,9,13,11,10,72,54,64,56
Male,Madinah,16,9,5,6,42,43,57,43
Female,Riyadh,16,23,22,18,66,85,68,76
Female,Jeddah,15,11,25,8,48,36,53,39
Female,Qassim,0,18,16,5,26,23,23,18
Male,Dhahran,17,18,6,15,58,56,72,61
Female,Riyadh,25,14,9,21,89,89,96,91
Male,Makkah,13,11,22,14,48,46,41,47
Male,Dammam,3,8,6,9,35,35,32,35
Male,Madinah,7,13,6,14,31,47,44,39
Male,Dhahran,1,25,17,8,13,25,20,20
Male,Qassim,12,23,25,20,67,65,60,69
Male,Riyadh,9,15,20,9,54,49,52,48
Male,Dammam,22,8,8,16,82,85,96,78
Female,Makkah,14,15,24,17,82,84,80,78
Male,Qassim,17,22,19,15,98,91,89,83
Female,Dammam,18,24,17,22,85,86,74,84
Male,Makkah,11,8,22,4,45,26,32,32
Female,Jeddah,15,6,11,21,75,67,79,72
Female,Dammam,15,12,10,9,47,53,44,51
Female,Dammam,12,23,20,10,43,45,41,41
Female,Dhahran,13,8,7,12,41,43,43,43
Male,Dhahran,9,14,7,7,12,32,20,23
Male,Makkah,21,11,13,21,83,84,71,86
Male,Dhahran,5,6,8,8,31,28,18,30
Male,Jeddah,14,7,12,9,43,56,40,46
Female,Makkah,11,7,13,18,58,64,58,64
Male,Jeddah,4,8,9,5,43,37,50,31
Female,Madinah,12,22,18,14,61,57,65,54
Male,Dammam,17,9,12,10,66,65,65,60
Male,Riyadh,4,17,7,9,20,21,32,24
Male,Qassim,13,11,10,17,86,68,75,70
Female,Makkah,14,23,5,16,65,67,76,67
Female,Qassim,20,8,5,22,85,80,90,82
Male,Qassim,13,11,13,9,37,41,42,38
Female,Makkah,9,24,12,4,32,18,25,23
Female,Madinah,13,18,5,16,46,57,60,56
Male,Riyadh,12,16,14,9,42,46,45,41
Female,Makkah,21,8,8,15,71,68,71,70
Male,Qassim,6,7,17,3,23,32,28,21
Male,Riyadh,17,18,20,11,63,44,46,52
Male,Dhahran,23,20,8,23,89,84,90,91
Female,Qassim,17,16,6,14,77,84,91,74
Female,Jeddah,7,19,22,6,35,31,40,30
Female,Qassim,10,24,20,1,16,13,16,14
Male,Qassim,7,7,8,14,57,61,48,55
Female,Dammam,20,8,25,16,69,75,66,70
Male,Jeddah,11,5,5,6,47,43,37,41
Female,Makkah,8,21,14,18,63,57,62,60
Male,Makkah,12,24,10,4,34,38,32,35
Female,Madinah,13,20,5,10,52,37,40,46
Male,Riyadh,13,10,8,13,56,64,57,55
Male,Dammam,6,13,19,10,22,22,25,26
Female,Dhahran,0,17,11,3,22,31,16,23
Female,Dhahran,2,19,18,5,25,14,12,17
Male,Dhahran,5,23,12,8,47,50,47,41
Female,Dammam,7,7,14,6,20,26,25,22
Female,Dammam,18,22,12,13,55,73,61,64
Male,Madinah,6,20,20,5,21,20,24,19
Male,Qassim,5,5,6,9,29,30,31,26
Male,Qassim,17,23,21,17,56,61,48,59
Female,Madinah,11,22,15,7,33,38,27,32
Male,Dhahran,8,17,17,9,24,41,34,34
Male,Madinah,17,23,8,20,71,86,81,82
Female,Qassim,3,8,16,1,25,27,37,19
Male,Dhahran,15,9,16,17,72,65,72,66
Female,Madinah,2,22,16,6,16,21,20,19
Female,Makkah,14,10,24,17,66,72,68,69
Female,Dammam,11,8,22,12,50,44,39,44
Female,Makkah,3,8,13,10,24,12,32,18
Male,Madinah,15,18,25,16,50,46,53,51
Male,Dammam,8,8,22,11,62,50,60,50
Female,Qassim,13,18,12,15,74,71,83,66
Male,Jeddah,8,17,13,8,36,41,54,39
Female,Qassim,20,11,8,18,67,84,66,78
Female,Madinah,10,17,21,7,14,17,30,21
Female,Riyadh,21,11,24,16,76,94,91,81
Male,Madinah,6,13,9,6,41,59,58,40
Male,Riyadh,18,22,13,13,72,52,62,61
Female,Jeddah,10,15,5,6,46,32,43,37
Male,Jeddah,24,20,16,18,93,91,91,90
Female,Dhahran,5,22,18,12,24,33,39,33
Female,Jeddah,18,11,5,11,74,74,64,66
Male,Dhahran,20,14,20,17,66,60,76,68
Female,Makkah,16,21,17,18,74,74,80,73
Female,Dhahran,5,14,9,9,29,32,39,27
Female,Jeddah,3,25,12,4,16,30,31,17
Female,Riyadh,4,10,18,1,20,17,35,14
Female,Dammam,9,9,13,12,32,32,31,34
Female,Jeddah,9,23,10,4,26,36,30,27
Male,Qassim,5,25,8,5,19,17,19,16
Female,Dhahran,15,16,14,10,68,63,54,62
Female,Jeddah,3,21,22,11,20,20,26,22
Female,Riyadh,4,10,12,5,19,21,18,21
Male,Riyadh,16,22,9,22,94,87,83,85
Male,Dhahran,15,7,15,10,45,53,46,47
Male,Madinah,23,19,20,17,71,83,85,76
Female,Makkah,20,13,11,18,76,82,94,76
Male,Madinah,21,17,15,14,73,88,91,75
Male,Dammam,4,10,23,5,20,25,37,20
Female,Makkah,10,13,17,18,60,71,68,65
Female,Qassim,14,15,5,16,73,84,91,77
Male,Qassim,12,13,16,14,35,49,45,44
Female,Riyadh,18,22,25,21,87,87,86,88
Female,Qassim,2,18,13,2,19,17,22,12
Male,Makkah,8,13,14,3,27,16,14,16
Male,Riyadh,8,13,21,13,57,39,53,48
Female,Dhahran,0,14,21,2,17,25,16,13
Female,Riyadh,18,24,6,22,76,69,76,75
Female,Jeddah,12,13,25,7,59,47,46,46
Female,Qassim,7,21,13,2,20,13,29,14
Male,Riyadh,7,7,6,10,33,37,29,36
Female,Makkah,17,16,25,16,47,62,60,61
Male,Qassim,14,20,16,11,33,34,36,39
Female,Dhahran,10,20,18,4,27,29,29,23
Male,Dhahran,17,17,10,15,65,64,63,67
Male,Dhahran,9,24,17,11,56,57,58,50
Female,Riyadh,16,9,15,13,50,64,49,60
Male,Qassim,16,11,25,14,53,60,54,58
Male,Qassim,16,13,7,14,93,85,88,82
Male,Makkah,13,11,11,7,41,53,41,43
Female,Qassim,14,25,16,12,60,48,61,52
Male,Qassim,16,5,17,9,62,73,61,62
Female,Jeddah,7,22,16,9,38,35,31,32
Male,Dammam,13,18,8,4,40,38,47,35
Male,Dammam,21,21,20,22,71,69,82,73
Male,Dhahran,5,6,12,9,35,35,45,33
Male,Dhahran,13,14,10,6,46,40,38,39
Male,Riyadh,18,25,6,19,80,79,84,80
Female,Qassim,19,12,17,19,92,76,75,82
Male,Riyadh,11,7,23,5,47,51,46,45
Male,Dhahran,9,6,25,10,55,53,65,46
Male,Riyadh,6,14,11,5,19,30,21,23
Female,Dammam,4,7,20,3,45,39,26,32
Male,Riyadh,21,15,12,18,70,80,74,77
Female,Dhahran,14,18,19,16,74,69,60,70
Female,Dhahran,5,20,24,12,40,47,49,43
Male,Dhahran,9,21,24,1,27,37,31,24
Male,Makkah,17,6,15,21,92,84,90,86
Male,Jeddah,24,12,15,21,87,100,81,96
Female,Madinah,16,14,7,22,74,89,72,81
Male,Riyadh,6,5,19,14,50,56,54,51
Male,Qassim,23,11,18,20,85,80,90,84
Female,Makkah,2,16,9,5,27,26,24,19
Male,Jeddah,15,5,6,10,72,56,73,60
Female,Madinah,6,13,16,5,44,35,49,32
Female,Riyadh,5,13,6,7,43,50,50,41
Male,Jeddah,13,22,7,9,58,54,66,53
Male,Qassim,12,24,12,17,56,70,70,61
Male,Riyadh,12,14,20,18,64,65,69,63
Female,Riyadh,21,8,20,12,70,78,84,71
Male,Dhahran,13,10,9,14,41,39,54,44
Female,Dhahran,7,15,17,9,33,46,44,40
Female,Jeddah,18,22,11,18,74,89,91,82
Male,Qassim,14,5,17,23,93,82,92,83
Male,Madinah,12,13,8,12,33,40,41,39
Female,Makkah,23,17,23,19,80,76,84,79
Female,Makkah,18,23,24,15,79,81,72,74
Male,Dhahran,11,13,11,11,73,81,79,67
Male,Makkah,17,15,8,16,80,79,87,75
Male,Qassim,12,16,15,21,81,86,69,82
Male,Dammam,15,20,16,18,72,86,78,78
Female,Riyadh,16,10,21,15,65,70,75,65
Male,Jeddah,8,25,6,8,19,22,31,25
Female,Qassim,16,12,20,14,58,50,41,57
Female,Dhahran,18,12,24,14,57,62,57,62
Female,Riyadh,14,5,23,14,61,59,63,58
Male,Riyadh,6,15,17,4,30,30,26,25
Female,Dhahran,6,21,23,9,22,35,37,28
Female,Makkah,18,5,22,14,71,65,58,63
Male,Jeddah,24,8,24,25,92,97,97,100
Male,Jeddah,7,23,15,11,46,43,41,39
Female,Dhahran,4,10,25,7,21,21,19,20
Male,Dhahran,21,20,7,16,75,74,80,73
Male,Qassim,10,23,22,10,32,34,40,36
Male,Dammam,10,11,17,8,31,30,42,28
Male,Jeddah,16,22,22,12,70,52,61,59
Male,Madinah,7,16,5,9,26,28,26,26
Male,Makkah,18,13,6,15,81,95,88,81
Male,Makkah,13,15,19,10,68,66,49,62
Female,Riyadh,5,22,12,8,34,29,40,32
Female,Madinah,14,12,22,17,88,75,82,76
Female,Jeddah,14,22,9,7,47,47,32,42
Male,Dammam,9,9,5,13,52,52,57,51
Female,Riyadh,3,5,24,4,32,28,18,27
Male,Madinah,15,12,6,18,82,80,93,80
Male,Makkah,17,24,24,19,93,88,87,89
Male,Qassim,12,7,10,2,27,39,25,32
Male,Madinah,7,16,11,9,37,27,34,33
Female,Makkah,22,14,11,21,78,79,89,80
Female,Qassim,15,8,17,15,77,76,57,70
Male,Madinah,13,16,9,14,59,66,72,63
Male,Madinah,19,21,9,17,84,87,85,85
Female,Madinah,10,5,19,14,58,53,54,54
Male,Makkah,13,8,5,12,86,85,82,78
Female,Dammam,6,9,21,6,26,36,42,29
Female,Dammam,18,12,13,15,75,78,92,76
Male,Makkah,18,9,12,18,79,71,67,76
Male,Dammam,10,9,14,13,57,62,66,57
Female,Riyadh,11,21,14,11,26,41,32,35
Male,Dammam,15,23,15,11,72,71,67,65
Female,Dhahran,12,14,14,8,27,27,31,32
Male,Jeddah,13,14,11,15,50,44,49,50
Female,Makkah,11,10,21,15,55,44,46,50
Male,Madinah,12,6,18,18,66,72,74,71
Female,Dhahran,5,16,16,12,30,34,33,33
Male,Madinah,22,14,11,20,81,85,91,84
Female,Dhahran,19,12,21,25,94,83,91,93
Male,Dhahran,19,22,5,20,67,74,69,72
Female,Jeddah,5,22,21,6,34,19,37,21
Female,Qassim,8,15,7,14,61,67,62,57
Female,Makkah,7,25,9,14,57,54,46,52
Female,Dhahran,12,14,25,12,80,79,85,70
Female,Qassim,8,22,17,1,19,22,33,16
Female,Makkah,14,23,17,13,51,50,46,50
Female,Dhahran,5,19,11,2,25,21,30,20
Female,Dammam,3,18,19,5,20,18,21,15
Male,Dhahran,13,12,25,18,52,73,58,62
Male,Dhahran,16,5,8,24,94,77,91,84
Female,Riyadh,11,8,22,17,50,57,51,56
Female,Madinah,10,10,15,12,42,50,51,44
Female,Madinah,11,6,16,12,72,71,52,63
Female,Dammam,4,11,13,10,18,15,13,22
Male,Dammam,13,13,22,8,47,49,37,47
Female,Dammam,21,19,20,17,86,68,83,75
Female,Qassim,3,9,16,2,31,30,34,24
Female,Qassim,21,19,25,19,75,65,82,74
Male,Qassim,17,5,7,24,80,83,82,83
Male,Makkah,12,25,6,14,69,68,85,64
Male,Dhahran,16,17,5,11,55,58,69,54
Female,Dhahran,12,8,15,10,64,62,73,54
Female,Qassim,1,23,20,8,31,28,28,24
Female,Makkah,5,12,10,11,28,32,22,31
Male,Dammam,18,18,22,18,89,78,91,80
Female,Madinah,9,6,18,2,16,31,13,23
Male,Jeddah,23,22,21,19,83,82,85,84
Female,Madinah,2,9,16,1,24,36,23,19
Male,Makkah,7,24,23,6,43,41,36,37
Female,Madinah,11,6,25,1,17,22,24,16
Male,Makkah,4,6,18,10,16,22,22,24
Male,Riyadh,22,21,12,23,74,75,72,79
Female,Jeddah,18,13,8,14,67,65,59,65
Male,Riyadh,21,25,8,22,96,97,96,96
Female,Riyadh,15,8,15,9,45,50,47,45
Male,Riyadh,13,20,22,22,77,77,83,77
Female,Qassim,10,14,20,18,56,56,48,60
Female,Madinah,17,14,19,16,79,83,77,76
Female,Qassim,18,21,15,11,75,74,67,71
Female,Makkah,7,13,22,6,43,37,39,35
Male,Makkah,9,22,18,14,44,48,54,49
Male,Qassim,14,14,5,11,64,63,63,61
Male,Dammam,16,21,21,12,73,82,77,74
Female,Jeddah,10,6,8,6,37,33,49,33
Female,Riyadh,12,7,6,8,56,65,60,52
Male,Makkah,14,11,25,13,50,61,51,56
Male,Makkah,10,25,25,9,15,30,12,25
Female,Jeddah,14,5,5,10,51,60,56,51
Male,Riyadh,18,19,9,19,86,84,79,83
Female,Makkah,21,10,19,16,89,82,81,83
Female,Dhahran,6,23,23,5,28,24,19,22
Male,Dhahran,4,8,25,3,40,34,29,30
Female,Jeddah,18,21,21,16,74,68,69,72
Female,Makkah,6,16,21,3,27,18,23,19
Male,Makkah,15,11,19,11,56,47,51,51
Female,Makkah,15,5,13,10,38,52,39,44
Male,Dammam,11,8,15,7,47,44,33,42
Male,Jeddah,11,17,9,7,52,42,50,39
Female,Makkah,6,23,19,11,37,37,26,36
Male,Qassim,4,12,24,9,20,29,23,23
Female,Madinah,6,7,19,6,32,32,26,31
Male,Jeddah,19,11,8,23,92,98,90,97
Female,Madinah,8,8,6,9,27,30,18,32
Male,Makkah,12,25,25,20,76,65,59,72
Male,Riyadh,10,12,21,14,49,40,51,45
Male,Makkah,16,12,11,15,41,59,40,53
Male,Dammam,9,15,23,10,24,24,26,29
Female,Makkah,22,5,8,25,85,87,97,88
Female,Makkah,4,7,13,13,43,49,44,42
Female,Madinah,12,16,19,13,44,46,27,44
Male,Qassim,13,7,11,11,52,52,63,53
Male,Jeddah,20,22,22,13,61,61,58,61
Female,Jeddah,17,13,16,10,48,57,57,54
Male,Riyadh,16,9,21,13,72,79,75,71
Female,Riyadh,14,15,22,15,68,57,62,64
Male,Qassim,19,17,8,18,74,64,60,70
Female,Riyadh,10,16,18,10,25,38,38,32
Male,Qassim,4,12,24,7,36,27,30,30
